time,pm25,pm10,co,no2,o3
2026-05-07 23:00:00,43.2,44.9,327.0,49.4,19.0
2026-05-08 00:00:00,46.2,48.1,258.0,48.5,17.0
2026-05-08 01:00:00,46.6,48.4,275.0,47.1,15.0
2026-05-08 02:00:00,44.4,46.1,391.0,43.6,13.0
2026-05-08 03:00:00,43.5,45.4,594.0,39.5,11.0
2026-05-08 04:00:00,45.5,47.5,942.0,38.0,14.0
2026-05-08 05:00:00,50.2,52.2,1669.0,42.8,26.0
2026-05-08 06:00:00,62.4,64.7,2542.0,50.2,44.0
2026-05-08 07:00:00,42.4,44.5,2920.0,41.4,53.0
2026-05-08 08:00:00,28.6,30.6,2334.0,34.2,65.0
2026-05-08 09:00:00,17.4,19.3,1253.0,24.1,81.0
2026-05-08 10:00:00,13.2,15.0,439.0,15.9,96.0
2026-05-08 11:00:00,11.4,13.0,223.0,11.1,109.0
2026-05-08 12:00:00,10.6,12.0,273.0,8.2,119.0
2026-05-08 13:00:00,10.4,11.7,357.0,7.3,125.0
2026-05-08 14:00:00,10.6,11.6,424.0,7.5,124.0
2026-05-08 15:00:00,10.7,11.5,526.0,9.8,118.0
2026-05-08 16:00:00,12.7,13.3,584.0,17.0,105.0
2026-05-08 17:00:00,22.6,23.5,554.0,35.2,78.0
2026-05-08 18:00:00,35.7,37.7,481.0,58.3,44.0
2026-05-08 19:00:00,24.3,25.3,419.0,48.1,27.0
2026-05-08 20:00:00,22.9,23.9,391.0,42.3,32.0
2026-05-08 21:00:00,21.7,22.7,374.0,34.4,40.0
2026-05-08 22:00:00,18.7,19.7,355.0,28.1,44.0
2026-05-08 23:00:00,16.6,17.7,320.0,24.8,44.0
2026-05-09 00:00:00,17.5,18.7,282.0,23.3,41.0
2026-05-09 01:00:00,21.3,22.7,268.0,23.6,36.0
2026-05-09 02:00:00,28.6,30.0,228.0,26.3,26.0
2026-05-09 03:00:00,37.1,38.6,212.0,30.9,15.0
2026-05-09 04:00:00,40.5,41.9,394.0,36.1,11.0
2026-05-09 05:00:00,45.5,47.1,1037.0,43.7,19.0
2026-05-09 06:00:00,58.2,60.3,1877.0,52.0,34.0
2026-05-09 07:00:00,64.5,68.2,2304.0,54.3,56.0
2026-05-09 08:00:00,34.0,38.2,1910.0,44.2,77.0
2026-05-09 09:00:00,26.9,31.4,1101.0,30.1,106.0
2026-05-09 10:00:00,23.4,27.2,486.0,18.9,130.0
2026-05-09 11:00:00,19.8,22.8,317.0,12.9,144.0
2026-05-09 12:00:00,17.9,20.5,341.0,9.8,153.0
2026-05-09 13:00:00,16.7,19.0,410.0,8.8,155.0
2026-05-09 14:00:00,16.0,18.2,490.0,8.7,150.0
2026-05-09 15:00:00,15.6,17.7,614.0,10.9,139.0
2026-05-09 16:00:00,17.2,19.3,731.0,18.6,121.0
2026-05-09 17:00:00,26.3,28.6,849.0,37.8,92.0
2026-05-09 18:00:00,43.4,46.9,960.0,62.6,56.0
2026-05-09 19:00:00,77.1,82.2,994.0,129.2,5.0
2026-05-09 20:00:00,64.3,68.2,886.0,117.5,7.0
2026-05-09 21:00:00,61.0,64.7,701.0,101.3,11.0
2026-05-09 22:00:00,61.0,64.7,564.0,88.0,13.0
2026-05-09 23:00:00,62.9,66.6,525.0,81.2,13.0
2026-05-10 00:00:00,62.6,66.4,534.0,77.3,12.0
2026-05-10 01:00:00,62.4,66.1,561.0,73.5,11.0
2026-05-10 02:00:00,61.2,65.0,534.0,67.9,10.0
2026-05-10 03:00:00,63.8,67.8,525.0,62.4,10.0
2026-05-10 04:00:00,68.7,72.2,717.0,59.6,13.0
2026-05-10 05:00:00,80.6,84.3,1388.0,63.2,19.0
2026-05-10 06:00:00,93.8,94.5,2260.0,69.5,28.0
2026-05-10 07:00:00,66.4,70.1,2679.0,68.6,57.0
2026-05-10 08:00:00,37.3,39.7,2204.0,55.3,87.0
2026-05-10 09:00:00,29.5,31.3,1277.0,36.8,130.0
2026-05-10 10:00:00,24.4,25.2,571.0,22.1,163.0
2026-05-10 11:00:00,23.1,23.9,378.0,14.5,181.0
2026-05-10 12:00:00,21.3,22.1,405.0,10.6,190.0
2026-05-10 13:00:00,19.4,20.2,451.0,9.1,190.0
2026-05-10 14:00:00,17.8,18.6,459.0,9.4,178.0
2026-05-10 15:00:00,17.0,17.8,485.0,12.0,157.0
2026-05-10 16:00:00,17.3,18.1,498.0,17.2,133.0
2026-05-10 17:00:00,23.6,24.4,482.0,27.8,104.0
2026-05-10 18:00:00,31.5,32.4,453.0,40.9,71.0
2026-05-10 19:00:00,30.5,31.4,421.0,48.7,48.0
2026-05-10 20:00:00,28.0,29.1,389.0,46.1,41.0
2026-05-10 21:00:00,25.7,27.0,354.0,38.1,44.0
2026-05-10 22:00:00,24.4,25.7,319.0,31.6,46.0
2026-05-10 23:00:00,23.9,25.2,280.0,29.1,43.0
2026-05-11 00:00:00,25.2,26.7,241.0,28.1,40.0
2026-05-11 01:00:00,28.4,30.0,220.0,28.5,36.0
2026-05-11 02:00:00,33.2,34.7,209.0,30.6,29.0
2026-05-11 03:00:00,39.8,41.4,215.0,34.2,22.0
2026-05-11 04:00:00,46.4,48.2,285.0,37.7,20.0
2026-05-11 05:00:00,52.7,54.6,497.0,42.5,26.0
2026-05-11 06:00:00,63.3,65.2,771.0,47.3,38.0
2026-05-11 07:00:00,43.5,44.8,917.0,38.1,54.0
2026-05-11 08:00:00,25.1,27.3,806.0,29.9,78.0
2026-05-11 09:00:00,19.3,21.1,567.0,18.7,111.0
2026-05-11 10:00:00,16.8,17.8,388.0,10.1,135.0
2026-05-11 11:00:00,14.8,15.7,350.0,6.6,142.0
2026-05-11 12:00:00,13.2,14.1,374.0,5.8,141.0
2026-05-11 13:00:00,11.9,13.1,409.0,6.3,135.0
2026-05-11 14:00:00,11.0,12.4,450.0,6.9,127.0
2026-05-11 15:00:00,10.9,12.4,503.0,8.8,115.0
2026-05-11 16:00:00,11.8,13.3,533.0,14.1,99.0
2026-05-11 17:00:00,18.6,20.1,519.0,26.4,77.0
2026-05-11 18:00:00,25.6,27.6,481.0,42.1,51.0
2026-05-11 19:00:00,29.6,31.5,449.0,57.9,23.0
2026-05-11 20:00:00,29.1,30.9,436.0,54.5,23.0
2026-05-11 21:00:00,29.0,30.6,429.0,49.7,24.0
2026-05-11 22:00:00,29.8,31.4,415.0,45.9,24.0
2026-05-11 23:00:00,31.2,32.8,360.0,44.0,24.0
2026-05-12 00:00:00,32.4,34.2,299.0,43.0,23.0
2026-05-12 01:00:00,36.8,38.9,320.0,42.1,22.0
2026-05-12 02:00:00,41.0,43.1,443.0,40.7,20.0
2026-05-12 03:00:00,43.4,45.8,648.0,39.4,18.0
2026-05-12 04:00:00,46.0,48.5,965.0,39.6,21.0
2026-05-12 05:00:00,51.9,54.7,1573.0,44.0,29.0
2026-05-12 06:00:00,66.6,69.8,2293.0,50.0,41.0
2026-05-12 07:00:00,43.3,44.2,2613.0,38.7,53.0
2026-05-12 08:00:00,26.0,27.0,2165.0,31.5,84.0
2026-05-12 09:00:00,21.5,22.3,1318.0,21.5,128.0
2026-05-12 10:00:00,20.7,21.5,660.0,13.7,162.0
2026-05-12 11:00:00,20.1,20.8,436.0,9.8,179.0
2026-05-12 12:00:00,19.0,19.6,403.0,8.1,187.0
2026-05-12 13:00:00,17.9,18.5,418.0,8.0,188.0
2026-05-12 14:00:00,17.2,17.8,461.0,8.8,182.0
2026-05-12 15:00:00,16.8,17.2,553.0,11.3,170.0
2026-05-12 16:00:00,17.3,17.8,612.0,17.2,150.0
2026-05-12 17:00:00,27.6,28.0,599.0,30.4,118.0
2026-05-12 18:00:00,38.1,38.5,553.0,47.1,78.0
2026-05-12 19:00:00,39.3,39.8,515.0,57.7,48.0
2026-05-12 20:00:00,37.7,38.4,508.0,56.1,37.0
2026-05-12 21:00:00,35.9,37.0,509.0,48.4,35.0
2026-05-12 22:00:00,35.7,37.0,485.0,42.9,33.0
2026-05-12 23:00:00,38.1,39.6,371.0,43.0,27.0
2026-05-13 00:00:00,42.0,43.8,232.0,45.3,21.0
2026-05-13 01:00:00,47.0,48.9,228.0,47.8,15.0
2026-05-13 02:00:00,52.2,54.1,430.0,49.8,8.0
2026-05-13 03:00:00,56.9,59.0,768.0,51.9,1.0
2026-05-13 04:00:00,60.8,62.6,1192.0,54.1,3.0
2026-05-13 05:00:00,64.0,66.1,1858.0,58.1,19.0
2026-05-13 06:00:00,73.8,76.1,2611.0,62.2,43.0
2026-05-13 07:00:00,39.5,41.7,2938.0,38.6,35.0
2026-05-13 08:00:00,25.7,28.1,2464.0,32.6,63.0
2026-05-13 09:00:00,20.3,21.8,1564.0,24.3,102.0
2026-05-13 10:00:00,18.6,19.3,851.0,17.2,133.0
2026-05-13 11:00:00,18.6,19.3,574.0,12.5,150.0
2026-05-13 12:00:00,19.7,20.3,485.0,9.1,159.0
2026-05-13 13:00:00,20.3,20.8,453.0,7.5,158.0
2026-05-13 14:00:00,19.5,20.0,464.0,7.7,145.0
2026-05-13 15:00:00,18.5,19.2,532.0,9.7,122.0
2026-05-13 16:00:00,14.8,15.3,571.0,13.5,98.0
2026-05-13 17:00:00,17.1,18.5,536.0,20.6,75.0
2026-05-13 18:00:00,26.6,27.9,472.0,29.5,51.0
2026-05-13 19:00:00,30.9,32.4,430.0,43.9,17.0
2026-05-13 20:00:00,27.6,29.4,426.0,41.7,19.0
2026-05-13 21:00:00,26.8,28.8,445.0,38.8,22.0
2026-05-13 22:00:00,31.4,33.6,490.0,37.3,23.0
2026-05-13 23:00:00,37.5,39.8,587.0,38.5,20.0
2026-05-14 00:00:00,42.8,45.2,710.0,41.2,15.0
2026-05-14 01:00:00,47.0,49.4,786.0,43.7,10.0
2026-05-14 02:00:00,49.9,51.8,719.0,45.4,6.0
2026-05-14 03:00:00,46.4,48.2,605.0,47.0,3.0
2026-05-14 04:00:00,51.9,53.7,660.0,48.0,3.0
2026-05-14 05:00:00,60.8,62.4,1103.0,49.2,6.0
2026-05-14 06:00:00,66.1,68.0,1714.0,49.9,11.0
2026-05-14 07:00:00,71.9,76.6,2058.0,45.9,33.0
2026-05-14 08:00:00,46.9,53.2,1884.0,40.6,44.0
2026-05-14 09:00:00,37.4,44.1,1441.0,33.1,60.0
2026-05-14 10:00:00,31.3,37.5,1042.0,26.4,78.0
2026-05-14 11:00:00,28.1,33.2,763.0,20.9,101.0
2026-05-14 12:00:00,26.9,30.0,528.0,16.1,126.0
2026-05-14 13:00:00,27.7,29.4,416.0,13.4,140.0
2026-05-14 14:00:00,27.4,28.9,524.0,12.5,137.0
2026-05-14 15:00:00,24.7,26.0,755.0,13.7,122.0
2026-05-14 16:00:00,24.4,25.7,900.0,19.3,103.0
2026-05-14 17:00:00,27.7,29.0,848.0,33.5,76.0
2026-05-14 18:00:00,39.6,40.9,709.0,52.0,43.0
2026-05-14 19:00:00,32.1,34.2,602.0,47.5,16.0
2026-05-14 20:00:00,38.2,40.6,557.0,45.2,19.0
2026-05-14 21:00:00,40.7,43.2,544.0,42.3,22.0
2026-05-14 22:00:00,37.3,39.9,592.0,41.9,23.0
2026-05-14 23:00:00,41.1,43.5,739.0,46.3,18.0
2026-05-15 00:00:00,46.0,48.5,947.0,53.3,11.0
2026-05-15 01:00:00,50.9,53.2,1132.0,58.8,5.0
2026-05-15 02:00:00,56.2,58.8,1240.0,61.8,2.0
2026-05-15 03:00:00,61.0,63.6,1325.0,63.3,0.0
2026-05-15 04:00:00,67.5,70.1,1459.0,62.9,1.0
2026-05-15 05:00:00,78.5,81.5,1758.0,59.8,4.0
2026-05-15 06:00:00,97.6,100.4,2105.0,54.8,11.0
2026-05-15 07:00:00,47.6,51.0,2228.0,39.5,34.0
2026-05-15 08:00:00,34.9,37.7,1923.0,35.2,59.0
2026-05-15 09:00:00,29.7,30.5,1393.0,29.1,94.0
2026-05-15 10:00:00,27.7,28.5,970.0,23.3,128.0
2026-05-15 11:00:00,29.8,30.5,788.0,17.8,162.0
2026-05-15 12:00:00,32.9,33.6,713.0,12.7,194.0
2026-05-15 13:00:00,35.6,36.2,678.0,9.8,209.0
2026-05-15 14:00:00,33.6,34.2,586.0,9.8,197.0
2026-05-15 15:00:00,28.9,29.4,534.0,12.2,168.0
2026-05-15 16:00:00,25.3,25.8,751.0,17.2,137.0
2026-05-15 17:00:00,24.3,24.8,1556.0,27.2,106.0
2026-05-15 18:00:00,25.7,26.2,2630.0,39.8,73.0
2026-05-15 19:00:00,25.7,27.4,3239.0,38.4,53.0
2026-05-15 20:00:00,30.9,33.5,2962.0,42.8,45.0
2026-05-15 21:00:00,46.4,49.8,2220.0,48.8,33.0
2026-05-15 22:00:00,36.7,38.9,1541.0,52.8,24.0
2026-05-15 23:00:00,35.6,37.7,1048.0,52.6,19.0
2026-05-16 00:00:00,35.3,37.4,619.0,50.3,16.0
2026-05-16 01:00:00,35.5,37.6,413.0,48.8,14.0
2026-05-16 02:00:00,36.8,38.9,522.0,49.2,11.0
2026-05-16 03:00:00,37.5,39.6,856.0,50.4,9.0
2026-05-16 04:00:00,38.6,41.0,1299.0,51.4,9.0
2026-05-16 05:00:00,42.4,44.8,2013.0,52.6,12.0
2026-05-16 06:00:00,55.8,58.3,2838.0,53.6,19.0
2026-05-16 07:00:00,65.4,69.6,3175.0,48.4,25.0
2026-05-16 08:00:00,45.4,50.1,2579.0,42.8,41.0
2026-05-16 09:00:00,34.3,38.8,1495.0,35.0,63.0
2026-05-16 10:00:00,30.0,33.4,664.0,28.0,84.0
2026-05-16 11:00:00,25.8,27.1,390.0,22.5,103.0
2026-05-16 12:00:00,26.5,27.8,369.0,17.8,120.0
2026-05-16 13:00:00,29.6,30.9,430.0,15.6,137.0
2026-05-16 14:00:00,34.2,35.3,435.0,16.5,157.0
2026-05-16 15:00:00,41.6,42.6,522.0,19.8,176.0
2026-05-16 16:00:00,43.9,44.9,936.0,25.0,178.0
2026-05-16 17:00:00,43.7,44.6,2050.0,33.8,150.0
2026-05-16 18:00:00,62.2,62.9,3492.0,44.6,106.0
2026-05-16 19:00:00,63.3,63.8,4388.0,63.3,62.0
2026-05-16 20:00:00,51.9,52.3,4281.0,59.4,57.0
2026-05-16 21:00:00,51.6,51.8,3628.0,53.9,50.0
2026-05-16 22:00:00,51.9,52.3,2928.0,50.0,44.0
2026-05-16 23:00:00,53.0,53.1,2278.0,49.4,40.0
2026-05-17 00:00:00,53.1,53.2,1580.0,50.2,36.0
2026-05-17 01:00:00,50.2,50.3,1045.0,50.1,34.0
2026-05-17 02:00:00,48.3,48.4,725.0,47.1,34.0
2026-05-17 03:00:00,49.5,49.6,568.0,43.2,36.0
2026-05-17 04:00:00,48.4,48.5,622.0,41.4,37.0
2026-05-17 05:00:00,52.0,52.2,1089.0,44.6,36.0
2026-05-17 06:00:00,65.0,65.4,1768.0,50.0,34.0
2026-05-17 07:00:00,43.8,43.9,2104.0,51.5,53.0
2026-05-17 08:00:00,25.5,25.9,1743.0,46.3,71.0
2026-05-17 09:00:00,23.2,23.9,1039.0,39.0,95.0
2026-05-17 10:00:00,22.9,23.6,495.0,32.2,117.0
2026-05-17 11:00:00,21.9,22.6,303.0,26.3,135.0
2026-05-17 12:00:00,22.6,23.1,271.0,20.9,149.0
2026-05-17 13:00:00,24.6,25.0,323.0,17.8,155.0
2026-05-17 14:00:00,24.8,25.2,451.0,18.3,147.0
2026-05-17 15:00:00,23.8,24.2,662.0,21.0,131.0
2026-05-17 16:00:00,21.9,22.4,906.0,24.1,113.0
2026-05-17 17:00:00,24.0,24.4,1222.0,27.4,95.0
2026-05-17 18:00:00,32.9,33.2,1570.0,31.0,77.0
2026-05-17 19:00:00,31.2,31.7,1777.0,37.4,73.0
2026-05-17 20:00:00,32.9,33.5,1723.0,37.1,65.0
2026-05-17 21:00:00,30.5,31.1,1528.0,36.7,55.0
2026-05-17 22:00:00,31.3,31.8,1381.0,36.9,44.0
2026-05-17 23:00:00,37.8,38.4,1373.0,38.5,34.0
2026-05-18 00:00:00,43.5,44.1,1412.0,40.7,23.0
2026-05-18 01:00:00,44.5,45.1,1411.0,42.2,15.0
2026-05-18 02:00:00,45.4,46.1,1293.0,41.9,8.0
2026-05-18 03:00:00,49.5,49.6,1136.0,40.9,3.0
2026-05-18 04:00:00,53.7,53.8,1085.0,40.8,3.0
2026-05-18 05:00:00,61.2,61.5,1282.0,43.7,9.0
2026-05-18 06:00:00,71.0,71.0,1585.0,47.5,21.0
2026-05-18 07:00:00,53.1,54.8,1715.0,46.0,29.0
2026-05-18 08:00:00,27.3,29.2,1498.0,41.8,37.0
2026-05-18 09:00:00,20.9,23.6,1108.0,35.8,48.0
2026-05-18 10:00:00,19.1,22.2,784.0,30.1,60.0
2026-05-18 11:00:00,17.6,20.1,610.0,24.5,76.0
2026-05-18 12:00:00,16.2,17.5,504.0,19.1,94.0
2026-05-18 13:00:00,16.8,17.6,452.0,16.3,104.0
2026-05-18 14:00:00,16.7,17.5,470.0,15.7,102.0
2026-05-18 15:00:00,15.8,16.5,543.0,17.7,92.0
2026-05-18 16:00:00,16.9,17.5,619.0,25.4,77.0
2026-05-18 17:00:00,26.3,27.0,671.0,44.5,52.0
2026-05-18 18:00:00,57.3,59.5,727.0,69.3,22.0
2026-05-18 19:00:00,57.6,58.8,812.0,77.8,1.0
2026-05-18 20:00:00,51.8,52.7,944.0,74.4,1.0
2026-05-18 21:00:00,45.6,46.4,1105.0,69.4,2.0
2026-05-18 22:00:00,41.0,41.7,1273.0,64.0,3.0
2026-05-18 23:00:00,37.7,38.5,1478.0,57.7,6.0
2026-05-19 00:00:00,37.3,38.1,1690.0,50.8,10.0
2026-05-19 01:00:00,37.5,38.4,1790.0,45.9,12.0
2026-05-19 02:00:00,40.6,41.8,1639.0,43.1,10.0
2026-05-19 03:00:00,45.2,46.3,1377.0,42.2,7.0
2026-05-19 04:00:00,48.3,49.5,1306.0,44.7,6.0
2026-05-19 05:00:00,49.6,50.6,1705.0,55.2,8.0
2026-05-19 06:00:00,64.5,65.4,2296.0,69.0,13.0
2026-05-19 07:00:00,63.8,67.8,2541.0,42.7,28.0
2026-05-19 08:00:00,39.9,44.6,2083.0,38.3,42.0
2026-05-19 09:00:00,32.1,37.1,1279.0,32.0,62.0
2026-05-19 10:00:00,27.5,31.5,668.0,26.1,81.0
2026-05-19 11:00:00,24.3,26.8,480.0,21.0,98.0
2026-05-19 12:00:00,22.3,23.5,485.0,16.4,113.0
2026-05-19 13:00:00,22.0,23.2,526.0,13.4,121.0
2026-05-19 14:00:00,20.4,21.6,558.0,11.0,118.0
2026-05-19 15:00:00,18.2,19.5,626.0,10.3,106.0
2026-05-19 16:00:00,17.6,20.0,707.0,16.0,89.0
2026-05-19 17:00:00,28.7,32.7,825.0,34.9,60.0
2026-05-19 18:00:00,42.0,45.9,957.0,60.2,24.0
2026-05-19 19:00:00,67.3,70.5,1006.0,70.3,0.0
2026-05-19 20:00:00,72.6,75.4,903.0,68.4,0.0
2026-05-19 21:00:00,57.0,60.1,717.0,65.6,0.0
2026-05-19 22:00:00,65.7,68.5,567.0,63.1,0.0
2026-05-19 23:00:00,55.2,58.1,494.0,61.5,0.0
2026-05-20 00:00:00,53.6,56.8,456.0,60.0,1.0
2026-05-20 01:00:00,48.2,51.7,444.0,57.8,2.0
2026-05-20 02:00:00,45.8,49.1,359.0,53.1,2.0
2026-05-20 03:00:00,44.6,48.1,300.0,47.6,3.0
2026-05-20 04:00:00,46.6,50.1,557.0,45.1,6.0
2026-05-20 05:00:00,53.4,57.2,1561.0,50.0,10.0
2026-05-20 06:00:00,73.3,77.1,2881.0,57.9,17.0
2026-05-20 07:00:00,46.2,46.6,3518.0,52.4,29.0
2026-05-20 08:00:00,17.8,18.0,2791.0,42.1,53.0
2026-05-20 09:00:00,14.5,14.5,1382.0,27.9,85.0
2026-05-20 10:00:00,12.6,12.7,335.0,16.8,109.0
2026-05-20 11:00:00,13.0,13.0,113.0,11.7,118.0
2026-05-20 12:00:00,12.7,12.7,252.0,9.7,118.0
2026-05-20 13:00:00,11.7,11.8,410.0,9.4,112.0
2026-05-20 14:00:00,10.7,10.8,464.0,9.7,100.0
2026-05-20 15:00:00,9.1,9.2,535.0,11.7,83.0
2026-05-20 16:00:00,10.3,10.4,646.0,17.2,64.0
2026-05-20 17:00:00,19.6,19.8,836.0,29.4,42.0
2026-05-20 18:00:00,30.7,31.3,1066.0,45.1,19.0
2026-05-20 19:00:00,33.1,33.4,1238.0,57.9,4.0
2026-05-20 20:00:00,35.6,36.1,1345.0,57.9,3.0
2026-05-20 21:00:00,39.3,39.8,1394.0,57.7,2.0
2026-05-20 22:00:00,42.4,43.0,1312.0,56.9,1.0
2026-05-20 23:00:00,42.1,42.7,989.0,55.7,1.0
2026-05-21 00:00:00,40.0,40.6,535.0,53.8,1.0
2026-05-21 01:00:00,34.1,34.7,203.0,50.0,3.0
2026-05-21 02:00:00,26.2,26.7,86.0,42.2,8.0
2026-05-21 03:00:00,20.8,21.2,90.0,32.5,14.0
2026-05-21 04:00:00,18.4,18.8,188.0,25.6,19.0
2026-05-21 05:00:00,18.6,19.0,459.0,24.9,21.0
2026-05-21 06:00:00,24.0,24.6,824.0,27.1,22.0
2026-05-21 07:00:00,18.2,18.9,1018.0,23.3,32.0
2026-05-21 08:00:00,10.7,11.3,870.0,19.1,48.0
2026-05-21 09:00:00,9.3,10.3,552.0,13.4,70.0
2026-05-21 10:00:00,8.4,9.3,315.0,9.2,86.0
2026-05-21 11:00:00,7.9,8.2,243.0,7.7,89.0
2026-05-21 12:00:00,7.9,8.3,253.0,7.6,86.0
2026-05-21 13:00:00,7.7,8.1,346.0,8.7,81.0
2026-05-21 14:00:00,7.9,8.6,533.0,10.0,75.0
2026-05-21 15:00:00,7.8,8.8,803.0,12.4,66.0
2026-05-21 16:00:00,9.3,10.2,1121.0,17.9,55.0
2026-05-21 17:00:00,16.8,17.7,1576.0,29.6,37.0
2026-05-21 18:00:00,34.8,35.9,2079.0,44.5,17.0
2026-05-21 19:00:00,69.8,71.7,2336.0,64.3,0.0
2026-05-21 20:00:00,53.3,54.8,2160.0,62.6,0.0
2026-05-21 21:00:00,58.8,60.3,1737.0,60.1,0.0
2026-05-21 22:00:00,78.7,80.3,1331.0,57.8,0.0
2026-05-21 23:00:00,95.9,97.3,1012.0,55.9,0.0
2026-05-22 00:00:00,103.6,105.0,709.0,54.2,1.0
2026-05-22 01:00:00,105.5,106.9,471.0,52.5,1.0
2026-05-22 02:00:00,83.1,84.5,289.0,51.3,0.0
2026-05-22 03:00:00,67.8,68.9,171.0,50.2,0.0
2026-05-22 04:00:00,53.8,54.8,191.0,47.7,0.0
2026-05-22 05:00:00,44.4,45.3,481.0,42.6,3.0
2026-05-22 06:00:00,41.2,42.1,908.0,36.1,9.0
2026-05-22 07:00:00,35.3,37.1,1150.0,29.5,23.0
2026-05-22 08:00:00,26.7,28.9,1010.0,26.4,42.0
2026-05-22 09:00:00,20.8,21.9,686.0,22.1,68.0
2026-05-22 10:00:00,21.0,21.7,444.0,18.4,91.0
2026-05-22 11:00:00,22.0,22.6,392.0,15.5,110.0
2026-05-22 12:00:00,23.1,23.7,424.0,13.4,126.0
2026-05-22 13:00:00,24.9,25.5,487.0,13.5,134.0
2026-05-22 14:00:00,26.9,27.5,536.0,16.1,132.0
2026-05-22 15:00:00,28.1,28.8,616.0,21.0,122.0
2026-05-22 16:00:00,30.4,31.0,814.0,29.2,107.0
2026-05-22 17:00:00,38.8,39.1,1254.0,43.9,83.0
2026-05-22 18:00:00,52.6,52.9,1813.0,61.9,53.0
2026-05-22 19:00:00,52.6,52.7,2204.0,76.5,18.0
2026-05-22 20:00:00,57.6,57.9,2307.0,74.9,16.0
2026-05-22 21:00:00,51.3,51.5,2243.0,72.6,14.0
2026-05-22 22:00:00,53.3,53.4,2090.0,69.6,13.0
2026-05-22 23:00:00,51.8,51.9,1821.0,65.3,14.0
2026-05-23 00:00:00,48.1,48.2,1462.0,60.4,16.0
2026-05-23 01:00:00,49.0,49.0,1169.0,56.8,16.0
2026-05-23 02:00:00,51.7,51.7,929.0,55.4,13.0
2026-05-23 03:00:00,54.0,54.1,754.0,55.2,8.0
2026-05-23 04:00:00,54.6,54.7,840.0,55.6,6.0
2026-05-23 05:00:00,56.1,56.3,1475.0,57.5,6.0
2026-05-23 06:00:00,66.8,67.1,2370.0,59.8,8.0
2026-05-23 07:00:00,48.7,48.9,2855.0,52.5,26.0
2026-05-23 08:00:00,32.9,33.3,2528.0,46.7,40.0
2026-05-23 09:00:00,25.1,25.6,1791.0,38.4,59.0
2026-05-23 10:00:00,20.5,21.0,1180.0,30.5,82.0
2026-05-23 11:00:00,21.1,21.5,893.0,23.2,112.0
2026-05-23 12:00:00,23.2,23.5,733.0,16.4,144.0
2026-05-23 13:00:00,23.9,24.2,639.0,12.4,164.0
2026-05-23 14:00:00,23.1,23.3,565.0,11.9,164.0
2026-05-23 15:00:00,22.7,22.9,557.0,14.3,151.0
2026-05-23 16:00:00,22.8,23.1,699.0,20.1,134.0
2026-05-23 17:00:00,25.8,26.2,1127.0,30.8,111.0
2026-05-23 18:00:00,48.5,49.0,1704.0,45.0,84.0
2026-05-23 19:00:00,61.2,61.9,2102.0,84.1,11.0
2026-05-23 20:00:00,62.2,62.6,2165.0,83.4,9.0
2026-05-23 21:00:00,66.4,66.6,2048.0,82.4,6.0
2026-05-23 22:00:00,77.8,78.2,1890.0,81.6,3.0
2026-05-23 23:00:00,95.0,95.5,1703.0,81.5,2.0
2026-05-24 00:00:00,109.2,110.4,1475.0,81.5,1.0
2026-05-24 01:00:00,115.3,117.1,1310.0,80.8,0.0
2026-05-24 02:00:00,116.2,117.8,1225.0,78.1,0.0
2026-05-24 03:00:00,119.0,120.6,1203.0,74.6,0.0
2026-05-24 04:00:00,117.8,118.5,1301.0,72.9,0.0
2026-05-24 05:00:00,111.5,111.8,1684.0,76.9,1.0
2026-05-24 06:00:00,113.4,113.6,2188.0,82.8,4.0
2026-05-24 07:00:00,53.4,53.7,2372.0,55.7,31.0
2026-05-24 08:00:00,24.0,24.2,1925.0,47.2,52.0
2026-05-24 09:00:00,21.1,21.4,1159.0,35.4,83.0
2026-05-24 10:00:00,22.5,22.7,568.0,25.3,115.0
2026-05-24 11:00:00,26.4,26.6,350.0,18.4,151.0
2026-05-24 12:00:00,31.1,31.3,308.0,13.1,187.0
2026-05-24 13:00:00,34.1,34.2,344.0,10.3,209.0
2026-05-24 14:00:00,34.6,34.8,427.0,10.3,206.0
2026-05-24 15:00:00,31.4,31.7,588.0,12.7,189.0
2026-05-24 16:00:00,31.1,31.3,827.0,17.1,166.0
2026-05-24 17:00:00,35.3,35.6,1198.0,25.0,138.0
2026-05-24 18:00:00,45.6,45.8,1648.0,34.8,105.0
2026-05-24 19:00:00,74.5,74.7,2011.0,61.2,74.0
2026-05-24 20:00:00,72.2,72.4,2249.0,63.3,60.0
2026-05-24 21:00:00,81.7,82.0,2401.0,66.1,41.0
2026-05-24 22:00:00,88.2,88.5,2421.0,67.0,28.0
2026-05-24 23:00:00,82.2,82.2,2261.0,64.6,26.0
2026-05-25 00:00:00,77.8,77.8,1968.0,60.3,29.0
2026-05-25 01:00:00,84.8,85.0,1645.0,55.9,32.0
2026-05-25 02:00:00,82.2,82.2,1240.0,51.3,30.0
2026-05-25 03:00:00,63.8,63.8,803.0,46.6,26.0
2026-05-25 04:00:00,58.9,58.9,590.0,43.2,27.0
2026-05-25 05:00:00,64.3,64.3,818.0,42.6,34.0
2026-05-25 06:00:00,75.7,75.7,1269.0,43.3,46.0
2026-05-25 07:00:00,88.5,89.4,1540.0,43.3,68.0
2026-05-25 08:00:00,54.5,55.1,1424.0,39.4,88.0
